# ra,dec,mag,bv,spectral,hd,hip,dist_pc,name  (dist_pc 0 = unknown)
88.1671,33.9175,5.98,1.6,M1.5II-III,39225,27778,,
90.2925,31.0347,5.98,0.08,A2V,40588,28517,78.68,
96.3046,7.0858,5.98,1.22,F7Iab-K1Iab,44990,30541,,
95.9071,-52.1811,5.98,1.04,G8III,45291,,,
105.9650,12.5944,5.98,1.58,K5,52976,34055,,
125.1679,72.4072,5.98,1.54,M0III,68951,40889,290.7,
124.5996,-12.6319,5.98,0.76,G7.5V,69830,40693,12.58,
125.1337,24.0222,5.98,-0.03,B9.5V,70011,40881,128.53,Piautos
126.4817,-14.9297,5.98,0.17,A5m,71267,41328,102.15,
126.2383,-42.7694,5.98,-0.17,B3V,71302,41250,,
137.1971,26.6292,5.98,0.66,G5IV-V,78418,44892,31.27,
144.3679,-36.0958,5.98,1.12,K2III,83441,47224,103.41,
152.6579,-41.7150,5.98,1.24,K2-3III,88399,49844,68.35,
173.6229,-32.8314,5.98,0.81,K0V,100623,56452,9.54,
175.8633,-37.1903,5.98,1.46,K3III,101883,57165,183.49,
190.3175,-13.0150,5.98,0.42,F5V,110318,,,
192.9867,-39.6808,5.98,-0.1,B8V,111774,62786,142.65,
204.2750,-44.1433,5.98,0.94,G8-K0III,118338,66427,115.47,
205.7292,-41.4011,5.98,1.02,K0III,119250,66924,108.11,
205.9167,-42.0675,5.98,-0.08,B8III,119361,66984,,
205.6808,34.9889,5.98,0.85,G5III,119458,66907,149.03,
205.5962,82.7525,5.98,1.01,G9III,120565,66878,111.61,
214.0175,18.9119,5.98,0.26,A8III,124953,,,
227.5312,-38.7925,5.98,,G8III,134255,74224,143.27,
230.6554,62.0472,5.98,-0.03,A0pSi,137389,75256,141.44,
243.6396,73.3950,5.98,0.08,A3V,147321,79601,229.36,
250.7750,77.5142,5.98,0.42,F4V,152303,81854,36.0,
256.5846,-37.2275,5.98,0.07,A2IV,154310,83693,129.37,
261.4767,16.9175,5.98,1.62,M4IIIab,157967,85302,200.0,
267.7017,22.3164,5.98,,A9V,162570,87341,97.56,
287.9417,31.2833,5.98,-0.07,B9pSi,179527,94311,300.3,
294.2188,11.2733,5.98,0.88,G0Ib,185018,96481,,
312.4075,12.5453,5.98,0.43,F5V,198390,102805,29.58,
319.3096,55.7981,5.98,1.45,K3III,202987,105080,,
336.9425,31.8403,5.98,1.45,K2,212988,110873,287.36,
340.6538,-47.2106,5.98,0.58,G0V,214953,112117,23.55,
351.9183,25.1672,5.98,-0.06,A0pHgMn,220933,115806,112.49,
354.8379,74.0028,5.98,0.89,G8III,222387,116728,128.53,
2.0725,-8.8239,5.99,1.04,gG8,360,671,102.15,
11.8483,6.7408,5.99,0.94,G8III,4526,3697,139.66,
16.0100,52.5022,5.99,1.47,K2,6211,4998,,
25.4133,30.0472,5.99,1.01,K0III,10348,7906,160.51,
52.4129,-6.8050,5.99,1.02,G5,21665,16266,114.68,
52.6542,-47.3753,5.99,0.11,A1V,21981,16339,113.51,
65.8850,20.9822,5.99,0.03,B8IV-V,27742,20493,147.71,
70.4596,38.2803,5.99,0.57,G0V,29645,21847,31.22,
73.7113,0.4675,5.99,-0.12,B5V,31331,22840,,
79.8487,-27.3689,5.99,-0.04,A0V,34868,24831,136.8,
89.1167,9.5097,5.99,-0.07,A0IV,39985,28110,,
93.8738,-4.9153,5.99,0.09,A5IV s,43319,29711,66.53,
93.8229,-18.4767,5.99,1.06,K0,43429,29692,63.86,
110.5146,0.1772,5.99,-0.07,B8III,57608,35712,,
117.9862,19.3253,5.99,1.13,gK1,63889,38394,127.39,
119.6313,16.5186,5.99,1.47,K0,65257,38975,,
120.3763,16.4553,5.99,-0.02,B9.5Vn,65873,39236,144.72,
119.7575,-45.2161,5.99,-0.14,B4V,65904,39014,330.03,
121.5767,22.6356,5.99,1.66,M3III,66875,39659,191.94,
127.4400,-46.3319,5.99,-0.15,B5III,72232,41674,193.05,
128.9625,6.6200,5.99,0.52,F8V,72945,42172,26.54,
133.0483,45.3125,5.99,1.26,K0III,75523,43553,165.02,
133.0417,42.0025,5.99,1.25,K0III,75556,43550,147.06,
141.0238,-61.6489,5.99,1.06,K0III,81613,46101,103.41,
163.4250,-70.7203,5.99,-0.02,B6V,94650,53272,238.1,
169.8187,-64.5825,5.99,0.46,F6IV,98560,55280,37.43,
195.1496,-3.3686,5.99,1.12,K2III,112992,63494,105.6,
196.8508,-59.8606,5.99,0.48,F8-G2+B9IV,113823,64033,,
196.5883,21.1533,5.99,0.39,F4V,113848,63948,49.93,
210.3350,8.8947,5.99,0.09,A2V,122365,68498,88.26,
228.5254,31.7881,5.99,1.52,K5,135438,74561,179.53,
250.9654,34.0389,5.99,0.29,F2-3III-IV,151087,81911,54.98,
257.0621,-17.6092,5.99,1.01,K0III,154779,83854,123.0,
258.8346,-14.5839,5.99,1.1,K1III,155970,84402,94.07,
265.3408,51.8181,5.99,1.05,gK0,161193,86561,101.73,
270.1517,33.2139,5.99,1.51,gK6,164614,88190,228.83,
274.5321,18.1314,5.99,0.03,B9V,168270,89684,228.83,
274.9671,29.6661,5.99,1.29,gK4,168694,89827,200.8,
281.0758,61.0481,5.99,0.96,G7IV,173949,91915,111.73,
282.4208,-5.9128,5.99,1.6,K2Ib,174208,92391,,
302.0075,-0.6783,5.99,1.02,K1IV,191067,99171,47.87,
310.3175,14.5831,5.99,1.24,gK4,197121,102080,149.7,
312.8571,-5.6264,5.99,0.46,F5V+F7V,198571,102945,58.93,
315.0163,7.5164,5.99,0.26,F1Vp,199942,103652,72.2,
320.7346,-9.3194,5.99,1.54,M0III,203525,105574,,
326.0042,-14.7494,5.99,0.21,F0V,206677,107302,52.41,
346.8696,21.1342,5.99,0.26,A5V,218396,114189,39.94,
16.2192,5.6564,6.00,1.51,gK5,6386,5074,221.24,
30.7196,64.9014,6.00,0.03,A1Vn,12279,9564,87.03,
37.6883,0.2553,6.00,0.17,A7III-IV s,15633,11687,84.25,
58.8179,-12.0992,6.00,0.32,A5pSrCrEu,24712,18339,49.0,
64.5662,-20.7156,6.00,1.67,G8III,27362,20075,,
82.7025,41.4619,6.00,1.11,K0IIIp,36040,25816,118.34,
84.8800,-3.5647,6.00,0.27,A8V s,37594,26624,41.39,
86.6896,15.8225,6.00,-0.06,B8IIIpHgMn:,38478,27265,,
88.6838,0.9683,6.00,1.34,K0III,39775,27939,,
94.1483,-39.2644,6.00,0.16,A2Vm:,43847,29808,119.76,
95.6521,12.5700,6.00,,F0III,44497,30318,63.01,
104.7617,38.0522,6.00,1.23,K2III,51440,33614,184.84,
114.9917,-37.5794,6.00,-0.04,B6IVe,61925,37345,,
127.2121,-9.7483,6.00,0.42,F2III,71766,41597,,
132.5875,-42.0900,6.00,-0.1,B1-2III,75759,43392,,
133.5746,-5.4344,6.00,0.67,G2V,76151,43726,17.09,
137.9208,-39.2589,6.00,-0.11,B6V,79241,45127,,
145.4492,-55.2142,6.00,-0.13,B4V,84228,47559,,
154.8617,48.3969,6.00,1.02,K0,89319,50546,43.33,
155.1300,54.2169,6.00,1.13,gK3,89414,50635,140.25,
154.8200,-12.5281,6.00,0.26,A9V,89455,50536,66.62,
158.1983,-58.6669,6.00,0.32,A2Iab,91533,51623,,
161.2667,67.4114,6.00,2.39,C5II,92839,52577,,
162.0225,-59.9192,6.00,0.27,A0Ia-Iab,93737,52827,,
164.8867,36.0931,6.00,1.59,M2III,95129,53726,,
166.1300,38.2414,6.00,0.16,A3III-IV,95934,54136,80.58,
182.7500,81.7100,6.00,1.62,gK5,105943,59384,337.84,
186.8525,-63.7892,6.00,0.07,B8IV,108355,60771,201.61,
189.6858,-18.2503,6.00,0.29,dA6,109931,61688,62.23,
190.7879,-56.1761,6.00,-0.08,B7-8V,110506,62058,126.9,
193.5779,-11.6486,6.00,0.08,A2V,112131,62983,66.76,
195.4450,63.6103,6.00,0.41,F6V,113337,63584,37.43,
204.9988,-49.9503,6.00,1.5,M5III,118767,66666,166.67,
205.7337,-56.7681,6.00,-0.08,B0.5III,119159,66925,,
209.1375,-54.7044,6.00,0.78,G6IV-V,121384,68101,38.11,
209.6662,14.6494,6.00,1.44,K5III,121980,68279,162.87,
212.3958,-51.5047,6.00,-0.06,B9IV,123515,69174,168.07,
215.9517,-53.1767,6.00,1.1,K1III,125869,70363,106.84,
234.8425,36.6367,6.00,,B9V,139891,76669,145.14,
237.0554,13.7886,6.00,1.25,gK2,141353,77412,134.95,
253.3233,47.4169,6.00,1.32,K2III,152812,82611,187.27,
255.1129,-48.6478,6.00,0.88,G8-K0III+G,153221,83216,119.19,
259.5208,17.3181,6.00,0.01,A1V,156653,84631,123.15,
261.9062,-29.7244,6.00,0.0,B9IV,157955,85442,183.82,
269.6762,36.2878,6.00,0.94,gG5,164280,88020,106.16,
271.2100,-35.9014,6.00,1.16,K2III,164870,88550,108.93,
274.2212,-3.0072,6.00,0.89,G3III,167768,89587,100.91,
279.9700,52.1961,6.00,-0.07,A0p:Hg:,172883,91525,172.71,
288.7608,20.2033,6.00,0.88,G8III,180242,94598,222.22,
289.2142,46.9992,6.00,0.44,F6IV:,181096,94755,42.43,
310.5121,-76.1806,6.00,0.44,F4III-IV,196051,102162,103.31,
320.0396,-45.0222,6.00,2.33,C5II,202874,105334,,
326.5679,-9.2758,6.00,1.66,M3III,207005,107487,,
330.0329,6.7175,6.00,-0.12,B3III,209008,108612,,
354.6004,-76.8700,6.00,0.9,K0-2III,222060,116653,191.57,
358.8904,57.4122,6.00,0.21,B0.5II+B0.5II,224151,117957,,
358.8900,47.3558,6.00,1.16,G8Ib,224165,117956,,
2.3342,79.7147,6.01,0.19,A7IV,431,760,116.82,
9.9667,-44.7967,6.01,1.14,K1IIICNII,3750,3137,93.02,
23.8133,-58.1394,6.01,0.38,F2V,9896,7387,40.45,
28.9742,1.8497,6.01,0.56,F7V+G0V,11803,8998,38.9,
32.8425,-10.0522,6.01,0.39,F5V,13456,10215,50.0,
40.5275,-38.3839,6.01,0.92,G8III,16975,12608,116.41,
54.6988,-27.9431,6.01,-0.02,A0V,22789,17007,128.04,
61.9250,15.1628,6.01,0.4,F3V,26015,19261,47.01,
65.3804,-25.7283,6.01,0.35,F0IV-V,27710,20347,54.35,
68.4504,9.4131,6.01,1.06,G8III,28930,21269,144.3,
71.5700,18.7350,6.01,1.21,K4III,30197,22176,92.51,
77.4379,28.0306,6.01,0.27,A5m,33204,24019,54.7,
103.2642,35.7886,6.01,1.45,K3III:,50056,33044,,
108.3496,-22.6733,6.01,1.48,K2III,55762,34914,239.23,
110.2292,-26.9636,6.01,-0.17,B2.5V,57593,35611,,
115.1479,-8.1858,6.01,0.15,A3IV,61749,37394,95.15,
120.4267,60.3244,6.01,0.14,A2pSrCrEu,65339,39261,98.43,
123.2492,16.5142,6.01,0.89,G8III,68461,40231,161.81,
126.1517,-4.7169,6.01,0.46,F2V,70937,41214,64.68,
126.3296,-21.0458,6.01,0.4,F3V,71196,41282,33.94,
137.5871,21.9964,6.01,0.9,G5III,78715,45033,128.87,
141.5929,-1.4639,6.01,1.32,K2IIIb,81567,46288,,
147.8083,-4.2433,6.01,0.17,A8III,85364,48341,61.31,
156.8554,-65.7047,6.01,0.09,A2V,90874,51194,70.32,
182.6921,27.2814,6.01,0.11,A4Vn,105805,59364,94.34,
194.6971,75.4725,6.01,0.99,K0III,113049,63340,146.41,
203.0117,-18.7289,6.01,0.18,F0IV-V,117661,66015,71.74,
204.7046,-57.6231,6.01,1.14,G5Ib,118520,66575,,
207.6029,5.4972,6.01,0.9,K0,120602,67545,123.61,
218.0842,26.6772,6.01,0.22,A7Vn,127726,71094,71.28,
223.3487,19.1528,6.01,0.83,K2V,131511,72848,11.54,
228.1408,-72.7703,6.01,0.0,B8-9III,133981,74421,260.42,
231.0213,45.2711,6.01,1.2,K2III,137390,75369,147.93,
235.2467,16.0247,6.01,0.9,G8III,140027,76810,138.12,
236.8708,-37.9164,6.01,0.72,G6V,140901,77358,15.24,
237.8812,-47.0606,6.01,1.16,K2III,141544,77678,134.59,
240.8929,-32.0006,6.01,0.47,F4IV,143790,78665,54.7,
256.3204,0.7025,6.01,0.58,F8.5IV-V,154417,83601,20.38,
258.2446,-32.4386,6.01,0.07,B1II,155450,84226,,
266.2325,-57.5453,6.01,0.9,G8III,160720,86871,124.53,
269.6629,-28.7592,6.01,-0.08,B3IV,163685,88012,,
274.0233,2.3778,6.01,1.59,M4IIIab,167654,89527,216.45,
280.9004,36.5567,6.01,1.04,G8,173416,91852,134.95,
285.0146,-66.6533,6.01,0.97,K0III,175401,93287,134.59,
285.2300,33.8022,6.01,0.97,gK0,176896,93354,121.36,
295.2729,13.8156,6.01,-0.08,B5V,185936,96840,,
300.3496,-22.7372,6.01,0.97,G7V,189561,98575,95.97,
303.1325,51.4636,6.01,1.14,K2.5III,192439,99579,126.42,
310.0746,60.5053,6.01,0.46,F6IV,197373,102011,33.2,
314.6746,-14.4828,6.01,0.23,F0IV,199603,103545,84.53,
326.3700,-71.0089,6.01,-0.1,B8IV,206399,107423,227.27,
330.1004,-55.8828,6.01,-0.1,B9IV-V,208796,108626,192.31,
332.6408,-4.2672,6.01,0.98,K0III-IV,210434,109466,86.43,
343.2658,60.1011,6.01,1.75,sgK2,216595,112998,,
1.1529,42.0922,6.01,,B9III,225218,365,,
10.9592,-12.0117,6.02,1.1,K2III-IV,4145,3436,53.3,
19.0783,33.1147,6.02,1.15,K1III,7578,5936,96.53,
22.4704,18.3556,6.02,0.14,A4IV,9100,6981,116.14,
29.6388,61.6981,6.02,-0.04,B5III,11857,9220,221.24,
32.8000,25.9369,6.02,1.36,gK4,13363,10203,,
44.1392,47.1639,6.02,1.34,gK3,18155,13713,,
47.6125,26.8964,6.02,1.28,K3III,19637,14748,124.53,
57.2842,43.9631,6.02,0.29,A9IV,23728,17846,69.3,
67.9658,15.8517,6.02,0.34,F4V,28677,21137,44.94,
69.1217,23.3408,6.02,0.38,F5IV,29169,21459,44.25,
77.5788,37.3019,6.02,0.72,K3:+B2II:,33203,24072,,
85.7242,-6.7961,6.02,0.4,F3V,38089,26926,50.15,
89.2338,24.2497,6.02,0.39,A0Ia,39970,28154,,
106.3267,22.6372,6.02,-0.03,B8Vn,53257,34182,146.63,
105.2712,-58.9400,6.02,0.3,A8III,53349,33800,53.62,
108.0083,-63.1900,6.02,-0.02,A0IV-V,56239,34780,183.49,
110.8675,22.9453,6.02,-0.01,A1V,57744,35842,95.6,
115.0292,5.2308,6.02,-0.04,A0III,61563,,,
115.6812,34.0003,6.02,,F7V,61859,37580,54.61,
117.7737,54.1292,6.02,0.46,F6V,63332,38325,30.01,
118.9437,-43.8450,6.02,-0.11,B6V,65211,38732,,
119.8963,13.2422,6.02,1.32,K2,65522,39067,92.34,
120.0621,-48.9814,6.02,0.04,A2V,66210,39122,115.61,
123.0529,17.6478,6.02,0.54,F9V,68256,,,
126.1783,42.0050,6.02,1.59,K5III,70647,41224,,
138.8229,-58.3886,6.02,-0.1,B7IV,80094,45418,160.26,
146.8896,11.4289,6.02,1.3,M8IIIe,84748,48036,,
148.0508,2.4542,6.02,-0.04,A0V s,85504,48414,,
153.6238,21.1678,6.02,0.56,F9V,88737,50174,51.89,
156.8667,41.6008,6.02,0.17,A2V,90470,51200,66.27,
160.5471,31.6969,6.02,1.62,M4III,92620,52366,227.79,
165.0858,42.9114,6.02,0.57,F9V,95241,53791,45.5,
166.6221,-58.6753,6.02,1.24,K2II-III,96544,54294,,
170.7138,64.3306,6.02,0.09,A1Vnp,98772,55564,86.36,
176.0550,25.2183,6.02,1.53,K5III,101980,57240,,
187.4912,-41.7361,6.02,1.52,M2II-III,108759,60979,,
192.9037,3.0567,6.02,1.29,gK4,111765,62757,178.57,
195.1358,-33.5053,6.02,0.38,F0V,112935,63490,40.03,
197.4112,37.4231,6.02,1.15,K3III,114357,64212,91.83,
199.7675,35.1281,6.02,0.24,F0IV,115810,64979,65.19,
200.2013,-55.8006,6.02,0.29,B0.5Ia,115842,65129,,
205.9779,52.0644,6.02,0.0,A1V,119765,67005,105.71,
212.1129,-74.8503,6.02,0.58,G2-3IV,122862,69090,28.68,
215.8346,-50.7722,6.02,1.36,K2III,125810,70325,,
217.6892,4.7722,6.02,1.42,gK4,127337,70949,,
219.5817,-38.7942,6.02,1.43,K3III,128488,71581,192.31,
226.8350,18.4417,6.02,0.06,A3V,134064,74000,74.91,
231.9121,25.1017,6.02,1.62,gM1,137853,75674,240.96,
251.2508,-28.5097,6.02,0.09,A3IV,150894,81992,231.48,
253.8529,-63.2697,6.02,0.05,A0III,152082,82806,137.55,
259.9721,-17.7564,6.02,0.04,A2Vnn,156717,84792,114.42,
262.2337,-36.7783,6.02,1.11,K0III,158105,85543,195.31,
264.1529,30.7853,6.02,0.16,A5V,160054,86178,66.36,
269.2017,45.3508,6.02,1.64,M5IIbS,163990,87850,306.75,
281.0846,39.6711,6.02,,F1V,173583,,,
283.7188,33.9686,6.02,0.91,G8III+A2,175635,92833,,
289.9708,11.5350,6.02,0.08,A2V,181383,95002,85.4,
299.1842,36.2508,6.02,-0.15,B5IV,189066,98143,341.3,
322.5850,52.9581,6.02,0.08,A2Vp,204965,106171,147.06,
346.8654,32.8258,6.02,0.12,A4Vn,218395,114187,150.6,
349.5975,41.7736,6.02,,A7/8Vm,219815,115065,144.93,
352.8625,-44.8436,6.02,1.02,K1III,221323,116097,113.77,
18.6767,6.9953,6.03,1.08,gG6,7446,5824,141.44,
41.3371,4.7117,6.03,0.31,gF0,17163,12862,51.28,
43.0800,-62.9097,6.03,1.25,K1III,18185,13387,169.78,
52.1108,22.8042,6.03,0.95,K0IV,21467,16181,69.25,
63.4371,72.1264,6.03,1.01,K1III,26076,19730,112.11,
72.1858,3.5883,6.03,1.19,K1III,30545,22354,216.92,
75.3996,61.0781,6.03,0.41,F4V,31662,23380,36.9,
75.3937,-39.7181,6.03,0.88,G5III,32453,23377,112.36,
81.7500,-68.6228,6.03,0.34,F0IV-V,36584,25482,75.99,
86.8612,-10.5331,6.03,0.16,A4V,38735,27341,,
98.0971,11.6736,6.03,1.07,K0III,46178,31168,,
99.8879,28.2631,6.03,-0.08,B7III,47395,31852,,
99.6475,-16.8736,6.03,0.03,A1V s,47561,31758,141.24,
107.3883,-16.2347,6.03,0.06,B1II,54764,34561,,
108.6175,-10.3167,6.03,-0.18,B0III,55879,34999,,
116.3254,-43.7522,6.03,-0.07,B6IV,63118,37823,271.74,
117.7596,33.2336,6.03,0.15,A2Vm,63589,38319,63.73,
123.1287,-46.2642,6.03,-0.11,B5V,68895,40183,216.45,
128.5554,8.4519,6.03,0.33,F3IV,72617,42049,58.07,
133.2658,-56.6494,6.03,-0.02,A0V,76346,43620,90.83,
159.0696,-16.3444,6.03,1.65,M1III,91880,51905,,
164.0604,42.0083,6.03,1.13,K2III,94669,53465,95.6,
186.3129,23.9261,6.03,1.1,K0III,108123,60599,152.44,
190.4550,-19.7586,6.03,0.39,F3-5III,110385,61951,66.31,
195.7717,-71.4761,6.03,0.05,B1.5IIIne,113120,63688,,
218.6604,36.6258,6.03,1.38,gK5,128198,71277,174.22,
239.0271,-39.8642,6.03,0.15,B6V,142448,78046,193.8,
240.6642,-29.1358,6.03,1.31,K3III,143619,78575,138.31,
250.8421,-67.4325,6.03,0.02,A0Vn,150026,81873,93.46,
251.3738,1.0203,6.03,-0.02,B9.5III,151133,82037,146.2,
252.1125,-14.9094,6.03,0.2,A0Vn,151527,82259,,
254.8396,56.6886,6.03,1.16,gK1,153956,83138,90.99,
262.9546,-46.0364,6.03,0.83,F8-G0Ib,158476,85788,,
264.9896,31.2025,6.03,1.58,M2IIIab,160677,86462,163.4,
268.2413,-35.6242,6.03,0.34,F2III-IV,162517,87532,64.23,
286.7179,-16.2289,6.03,-0.04,B8IV,177817,93855,,
316.7304,38.7433,6.03,1.37,K7V,201092,104217,3.5,
321.6875,52.8986,6.03,-0.12,B6V,204428,105891,135.5,
333.1075,-14.1939,6.03,0.38,F2V,210705,109624,43.48,
339.8929,37.5928,6.03,0.86,G3Ib-IICN-1CH2Fe-1,214714,111869,277.01,
358.6608,-40.3000,6.03,0.57,F8IV,224022,117880,27.89,
7.0838,10.1897,6.04,0.43,F6Va vw,2454,2235,36.35,
10.4000,24.6292,6.04,0.26,A7m,3883,3269,141.64,
15.0150,44.7133,6.04,-0.01,B9.5Vn,5789,,,
15.9542,1.3667,6.04,0.27,F1V,6288,4979,56.63,
30.7383,77.9164,6.04,1.14,K0,12005,9568,330.03,
38.2254,15.0347,6.04,0.54,F8V,15814,11843,28.7,
43.1337,-12.7694,6.04,0.87,K2V,17925,13402,10.38,
44.5096,38.6150,6.04,1.41,gK3,18339,13832,,
51.0421,12.6294,6.04,1.23,K0III-IV,21051,15850,141.64,
76.6238,61.1700,6.04,1.37,K5II,32356,23766,172.71,
85.1496,31.3581,6.04,0.04,B9.5III-IVp:,37519,26712,154.08,
93.4387,51.1725,6.04,1.06,K1III,42466,29569,123.76,
92.8662,13.6386,6.04,0.0,A0Vnn,42477,29371,131.93,
99.7721,22.0308,6.04,1.03,G9III,47358,31813,128.53,
99.2579,-38.1467,6.04,1.03,K0III,47463,31617,132.98,
103.3912,-28.5397,6.04,0.71,G5IV,50806,33094,25.79,
103.7450,-2.8036,6.04,1.1,gG6,50890,33243,,
117.2583,13.3708,6.04,1.38,K0,63352,38147,202.43,
117.9179,-42.8883,6.04,-0.18,B2IV,64365,38370,,
139.0175,-44.8986,6.04,0.28,A1Ib,80057,45481,,
149.5317,8.3142,6.04,1.36,gK3,86369,48876,165.29,
153.4575,27.1358,6.04,0.85,G3IIIFe-1,88639,50109,119.19,
156.9125,9.7625,6.04,-0.06,A0pSiCr:,90569,51213,118.06,
159.7100,-12.4436,6.04,0.0,A0Vn,92245,52113,110.01,
162.4737,27.9739,6.04,0.37,F3V,93765,52959,78.06,
177.3121,16.2428,6.04,0.27,A3m,102660,57646,62.66,
187.0788,-64.3414,6.04,0.02,A0Vn,108501,60851,97.28,
199.8288,-72.0356,6.04,1.35,K3III,115439,64994,136.43,
208.0767,12.1653,6.04,0.04,A1V,120934,67714,99.7,
208.5692,-28.5697,6.04,1.13,K2III,121156,67890,63.29,
219.4429,-67.9322,6.04,0.5,F7V,128020,71530,28.17,
222.1587,-36.6347,6.04,1.54,M3III,130328,72432,137.74,
229.0437,-43.4847,6.04,-0.14,B3IV,135348,74716,,
234.6762,-39.1281,6.04,0.21,A3-5mA3-F2,139271,76608,191.94,
235.6550,-49.4894,6.04,1.31,K2III,139871,76935,158.48,
255.2437,-86.3644,6.04,0.05,A2V,148542,83255,183.49,
255.9729,34.7903,6.04,0.22,A5V,154431,83494,54.05,
257.9175,49.7467,6.04,,A5III,155860,84108,96.81,
268.0196,39.9822,6.04,1.33,gK4,162989,87445,214.13,
270.0142,80.0008,6.04,0.51,F7,166865,88127,50.92,
273.2700,38.7736,6.04,-0.08,B9IIIn,167370,89279,197.63,
277.7625,-41.9136,6.04,0.14,A3V,170384,90759,78.37,
279.5271,39.6681,6.04,1.65,M4.5-M5+II,172380,91373,,
281.2979,-61.0950,6.04,1.46,K3III,172630,92008,,
286.8788,-28.6369,6.04,1.61,K3III,177846,93925,,
291.1254,-27.8656,6.04,-0.13,B2Vn,182180,95408,,
297.2592,-10.8708,6.04,1.24,K5III,187195,97499,87.57,
312.9950,-33.1772,6.04,0.03,A2Vn,198529,102989,202.84,
318.7775,-17.3450,6.04,0.96,G5,202261,104914,112.99,
320.3417,32.6128,6.04,0.03,A1V,203439,105432,185.53,
336.4625,-75.0156,6.04,0.64,G3V,212168,110712,23.05,
335.9150,20.8483,6.04,,F7V,212395,110548,33.9,
335.7508,62.4200,6.04,0.05,A1V,212495,110498,218.34,
343.4079,-48.5981,6.04,0.62,G0V,216435,113044,33.29,
4.5717,11.2058,6.05,1.03,K0III,1419,1465,137.36,
11.5454,44.8614,6.05,-0.07,B9.5IIIpHgMnCr,4335,3604,138.7,
32.3554,81.2958,6.05,0.11,A1V,12467,10054,68.45,
40.4513,-3.2133,6.05,1.17,gG9,16824,12584,,
46.3367,40.5825,6.05,1.01,K0III,19066,14365,125.16,
46.1588,1.8636,6.05,1.04,K0III,19121,14315,103.63,
47.8283,-3.8117,6.05,1.66,M1III,19836,14819,240.38,
49.4958,-66.9269,6.05,0.13,A3V,20888,15353,58.0,
59.6788,-57.1025,6.05,0.44,F2IV,25346,18592,61.73,
71.4808,-39.3567,6.05,1.07,K1III,30432,22144,96.53,
69.5904,-77.6561,6.05,1.1,K2III,30479,21611,200.8,
76.2271,-3.0397,6.05,-0.11,B5IV,32686,23643,,
76.6529,-13.1219,6.05,-0.06,A0V,32996,23777,111.36,
78.4721,-52.0311,6.05,1.39,K3III,34347,24384,215.05,
84.3642,-5.9383,6.05,-0.22,B1V,37303,26427,,
85.7567,56.5817,6.05,0.95,K0III,37601,26942,61.5,
83.9012,-78.8208,6.05,-0.02,B8III,38602,26264,243.9,
90.2517,27.5722,6.05,0.25,B9Iab,40589,28500,,
90.7029,49.9056,6.05,-0.06,B9.5IV,40626,28637,125.79,
90.3046,-25.4178,6.05,0.02,A1V,40972,28520,111.23,
99.9013,-23.6956,6.05,-0.03,A0,47827,31859,188.32,
101.3471,-23.4619,6.05,1.2,K0,49001,32368,150.83,
104.3050,57.5633,6.05,1.49,K3III,50551,33444,205.34,
110.0892,-52.3117,6.05,0.42,F0-2IV-V,57852,35564,34.78,
111.3329,-21.9828,6.05,0.23,A8I-II:,58585,36017,,
112.3413,-14.9992,6.05,0.47,F7V,59438,36395,34.12,
119.3162,8.6414,6.05,1.0,K0III,65066,38868,90.25,
124.9579,3.9478,6.05,0.97,G8III,70013,40818,177.62,
126.6050,-52.8075,6.05,0.06,A0V,71722,41373,71.07,
131.1250,-65.8256,6.05,0.2,A4V,75171,42895,60.64,
130.8017,-79.0697,6.05,0.23,A5V+A7V,75747,42794,97.75,
140.1233,-37.5814,6.05,1.39,K3/4III,80774,45814,157.48,
141.6842,-64.9297,6.05,0.15,A3Vn,82068,46328,68.26,
149.4271,-48.4144,6.05,-0.14,B3V,86523,48835,,
157.1833,-3.7425,6.05,0.05,A1pSr:,90763,51302,74.74,
157.9525,-28.2375,6.05,0.51,F7V,91280,51551,42.39,
170.8250,0.1317,6.05,1.46,K3,98960,55595,207.04,
173.3108,-16.2806,6.05,0.6,F9III,100418,56364,122.85,
179.7954,-51.6967,6.05,1.28,K1-2III,104081,58453,260.42,
180.5838,-85.6317,6.05,1.29,K3III,104555,58697,102.67,
184.2638,-16.6936,6.05,0.1,A2IV,106819,59895,165.56,
187.8392,7.6042,6.05,1.52,K5,108985,61103,243.9,
200.7192,-72.1467,6.05,0.09,B6V,115967,65289,228.83,
205.4404,-33.5969,6.05,1.44,K0e-M4IIe,119090,66825,,
206.8063,-9.7092,6.05,1.42,K5III,120033,67271,156.99,
212.6287,-70.3056,6.05,1.74,K4II,123377,69241,,
239.7683,49.8811,6.05,0.29,F0IV,143584,78286,49.02,
243.7233,-25.4769,6.05,0.04,B7IV,146001,79622,141.64,
245.0179,21.1325,6.05,0.94,G8IIIb,147266,80021,105.71,
250.9483,-38.1567,6.05,-0.06,B9II-III,150608,81904,,
251.2988,43.2172,6.05,1.4,K4III,151388,82012,195.69,
262.9350,-26.2697,6.05,-0.06,B9p,158704,85783,133.87,
285.7658,-19.2453,6.05,1.29,G6III,176884,93537,,
292.6379,3.4444,6.05,0.01,A0eShell,183656,95929,,
290.4175,79.6028,6.05,0.07,A3V,184102,95167,94.7,
293.9513,36.9444,6.05,-0.11,B8Vne,185037,96387,226.24,
295.7896,30.6786,6.05,0.0,A1V,186440,97028,103.31,
295.9642,34.1625,6.05,-0.06,B8III,186568,97087,276.24,
